-7.87551865377209	-3.57059501261679	1
-7.84819758380385	-3.57041697721569	1
-7.82088912399070	-3.56619476298222	1
-7.79357307338309	-3.56474430901109	1
-7.76626487560064	-3.56083311056526	1
-7.73896463662183	-3.55439886492288	1
-7.71165300272752	-3.55205541663116	1
-7.68433205987763	-3.55312810660885	1
-7.65700966825142	-3.55493725389658	1
-7.62967880732237	-3.55992552358163	1
-7.60236398495626	-3.55959715148740	1
-7.57504718848990	-3.56018657274824	1
-7.54773307284117	-3.56007186101171	1
-7.52041495211175	-3.56159773487042	1
-7.49309953641600	-3.56241260082464	1
-7.46580000578201	-3.55783739054789	1
-7.43849233028668	-3.55636066191986	1
-7.41118388126958	-3.55538486229322	1
-7.38387875488639	-3.55344767615158	1
-7.35657015824302	-3.55298167225673	1
-7.32926306843747	-3.55220644309751	1
-7.30195303829653	-3.55273004497366	1
-7.27464137191409	-3.55409275424216	1
-7.24731938388836	-3.55947511784464	1
-7.22002945008321	-3.55339264270631	1
-7.19272145073383	-3.55415258738861	1
-7.16543556206906	-3.54699698956518	1
-7.13813374257978	-3.54593661504938	1
-7.11083249803034	-3.54489965296523	1
-7.08352357447506	-3.54696960830866	1
-7.05622154334531	-3.54671835062522	1
-7.02891932216789	-3.54678501673227	1
-7.00162237528415	-3.54510824601317	1
-6.97432149388179	-3.54516135062450	1
-6.94702308186937	-3.54452554482677	1
-6.91972195020833	-3.54517690507215	1
-6.89242106837899	-3.54599071805999	1
-6.86512465835588	-3.54534162988480	1
-6.83782883496201	-3.54471555889007	1
-6.81052981039581	-3.54558441424900	1
-6.78323125813667	-3.54653326567902	1
-6.75594179872343	-3.54418674660162	1
-6.72865608154691	-3.54060886867462	1
-6.70138467980600	-3.53160973727767	1
-6.67409658177669	-3.52941792549878	1
-6.64680243200754	-3.52987975304304	1
-6.61950343236721	-3.53254760473147	1
-6.59220681171965	-3.53454727486728	1
-6.56491625190630	-3.53438642153240	1
-6.53762746100187	-3.53377509738654	1
-6.51034140125782	-3.53231653260050	1
-6.48306497514371	-3.52718278523293	1
-6.45577921504628	-3.52610157032895	1
-6.42848413228112	-3.52911982871153	1
-6.40119783749246	-3.52880360970851	1
-6.37391181197309	-3.52864651688278	1
-6.34662748815170	-3.52805338068157	1
-6.31934333769138	-3.52765849266103	1
-6.29206171610695	-3.52647383705501	1
-6.26478824562892	-3.52211442329933	1
-6.23750626457215	-3.52160676145300	1
-6.21021773959768	-3.52416364950544	1
-6.18294739058074	-3.51924649441323	1
-6.15566741828238	-3.51870563673909	1
-6.12839091206178	-3.51694789926863	1
-6.10111242777982	-3.51631808301908	1
-6.07383428699092	-3.51581999057187	1
-6.04655607676679	-3.51563609822726	1
-6.01928091664872	-3.51439932160062	1
-5.99200396140441	-3.51423492419438	1
-5.96472874569318	-3.51358956532267	1
-5.93745290265683	-3.51351141301618	1
-5.91018575730371	-3.50983337520228	1
